YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2010,1,2,17,27.94,20.97,24.45,15.5,65.88,0,100.49,2.82,349.13
2010,1,2,18,25.37,21.17,23.26,15.69,77.5,0,100.57,2.4,342.8
2010,1,2,19,24.74,20.23,22.49,14.77,76,0,100.64,2.33,335.67
2010,1,2,20,24.56,19.49,22.03,14.1,73.31,0,100.71,2.15,326.43
2010,1,2,21,24.49,18.83,21.66,13.55,70.69,0,100.73,1.95,314.51
2010,1,2,22,24.32,18.37,21.34,13.12,69.38,0,100.73,1.8,312.01
2010,1,2,23,24.12,17.91,21.02,12.76,68.19,0,100.69,1.62,319.7
2010,1,3,0,23.87,17.48,20.67,12.45,67.38,0,100.64,1.45,330.95
2010,1,3,1,23.44,17.11,20.27,12.15,67.44,0,100.58,1.38,345.57
2010,1,3,2,22.84,16.81,19.83,11.9,68.75,0,100.53,1.47,1.83
2010,1,3,3,22.11,16.6,19.35,11.78,70.88,0,100.51,1.67,15.72
2010,1,3,4,21.37,16.38,18.87,11.6,73.12,0,100.53,1.85,24.4
2010,1,3,5,20.69,16.08,18.39,11.35,74.75,0,100.57,1.97,28.39
2010,1,3,6,20.08,15.94,18.01,11.29,76.94,0,100.62,2.05,28.91
2010,1,3,7,21.36,17.46,19.41,12.39,78.44,0,100.69,1.89,25.72
2010,1,3,8,22.94,16.44,19.69,11.6,66.69,0,100.75,2.28,17.57
2010,1,3,9,24.98,17.4,21.19,12.33,62.69,0.01,100.76,2.19,352.01
2010,1,3,10,27.13,17.92,22.53,12.76,57.06,0.02,100.73,2.83,341.46
2010,1,3,11,28.58,18.01,23.3,12.88,52.81,0.02,100.68,3.29,343.03
2010,1,3,12,29.44,17.94,23.69,12.82,49.94,0.02,100.6,3.54,344.92
2010,1,3,13,29.85,17.77,23.81,12.7,48.31,0.02,100.52,3.58,345.72
2010,1,3,14,29.96,17.51,23.73,12.45,47.19,0.02,100.46,3.42,346.12
2010,1,3,15,29.54,17.86,23.7,12.76,49.44,0.01,100.44,2.98,345.75
2010,1,3,16,29.23,17.28,23.26,12.33,48.5,0.01,100.45,2.76,344.55
2010,1,3,17,27.19,19.58,23.38,14.28,63.44,0.01,100.49,2.19,341.5
2010,1,3,18,25.32,19.01,22.16,13.73,68.06,0.01,100.55,2.08,335.64
2010,1,3,19,25.17,17.8,21.48,12.7,63.62,0.01,100.62,1.89,328.87
2010,1,3,20,25.15,16.84,20.99,11.9,59.94,0.01,100.68,1.66,320.33
2010,1,3,21,24.94,16.16,20.55,11.41,58.12,0.01,100.7,1.54,311.1
2010,1,3,22,24.47,15.93,20.2,11.29,58.94,0,100.68,1.55,309.47
2010,1,3,23,23.77,15.94,19.85,11.29,61.5,0,100.62,1.65,314.62
2010,1,4,0,23.02,15.94,19.48,11.29,64.38,0,100.57,1.74,321.02
2010,1,4,1,22.38,15.98,19.18,11.29,67,0,100.51,1.79,328.05
2010,1,4,2,21.83,15.92,18.87,11.29,69.06,0,100.47,1.77,336.93
2010,1,4,3,21.57,15.58,18.58,11.05,68.69,0,100.48,1.57,351.1
2010,1,4,4,21.41,15.23,18.32,10.8,67.81,0,100.53,1.28,7.73
2010,1,4,5,20.89,15.25,18.07,10.8,70.06,0,100.58,1.15,21.15
2010,1,4,6,20.49,15.43,17.96,10.93,72.62,0,100.64,1.23,23.15
2010,1,4,7,21.35,17.12,19.23,12.15,76.75,0,100.7,1.44,18.34
2010,1,4,8,22.8,16.26,19.53,11.47,66.62,0.01,100.76,1.61,4.44
2010,1,4,9,24.88,16.55,20.72,11.72,59.75,0.01,100.78,1.67,330.32
2010,1,4,10,27.26,16.97,22.12,12.02,53.31,0.02,100.76,2.01,309.49
2010,1,4,11,29.06,16.97,23.01,12.02,48,0.02,100.71,2.27,305.06
2010,1,4,12,29.91,17.14,23.52,12.15,46.25,0.02,100.63,2.33,305.6
2010,1,4,13,30.27,17.46,23.87,12.45,46.25,0.03,100.55,2.35,305.12
2010,1,4,14,30.4,17.85,24.12,12.76,47,0.02,100.46,2.32,304.98
2010,1,4,15,30.19,18.03,24.12,12.88,48.12,0.02,100.41,2.22,304.81
2010,1,4,16,30.05,18.53,24.29,13.31,50.12,0.01,100.4,1.85,300.13
2010,1,4,17,28.62,19.37,24,14.1,57.56,0.01,100.44,1.71,292
2010,1,4,18,26.9,19.86,23.38,14.47,65.31,0.01,100.5,1.62,284.84
2010,1,4,19,26.44,19.15,22.8,13.79,64.12,0.01,100.58,1.6,274.21
2010,1,4,20,25.95,19.12,22.54,13.79,65.94,0,100.66,1.63,258.64
2010,1,4,21,25.21,19.48,22.34,14.1,70.5,0,100.71,1.81,243.32
2010,1,4,22,24.48,19.98,22.23,14.53,75.94,0,100.71,1.97,235.49
2010,1,4,23,23.99,20.45,22.23,14.95,80.44,0,100.68,1.99,232.01
2010,1,5,0,23.68,20.88,22.28,15.38,84.25,0,100.64,1.93,230.25
2010,1,5,1,23.47,21.29,22.38,15.81,87.38,0,100.56,1.76,228.96
2010,1,5,2,23.38,21.75,22.56,16.24,90.44,0,100.51,1.59,228.39
2010,1,5,3,23.36,22.15,22.76,16.66,92.75,0,100.49,1.37,231.95
2010,1,5,4,23.31,22.39,22.85,16.91,94.44,0,100.5,1.1,246.16
2010,1,5,5,23.38,22.48,22.94,17.03,94.56,0.01,100.53,0.95,278.06
2010,1,5,6,22.96,22.37,22.66,16.91,96.38,0.01,100.59,1.19,312.6
2010,1,5,7,23.82,22.83,23.33,17.33,94.06,0.01,100.66,1.64,331.24
2010,1,5,8,25.19,23.17,24.18,17.7,88.44,0.01,100.73,2.03,320
2010,1,5,9,27.12,23.51,25.32,18.07,80.56,0.01,100.76,2.36,303.27
2010,1,5,10,28.52,23.05,25.78,17.58,72.19,0.01,100.74,2.22,311
2010,1,5,11,29.69,22.33,26.01,16.85,64.69,0.01,100.7,1.94,322.35
2010,1,5,12,30.53,21.91,26.22,16.42,60.06,0.01,100.62,1.76,333.09
2010,1,5,13,30.91,21.73,26.33,16.24,58.12,0.01,100.52,1.66,340.8
2010,1,5,14,31.03,21.69,26.36,16.24,57.56,0.01,100.43,1.58,344.17
2010,1,5,15,30.83,21.68,26.26,16.24,58.19,0.01,100.38,1.49,344.8
2010,1,5,16,30.3,22.11,26.2,16.66,61.62,0.01,100.37,1.43,344.14
2010,1,5,17,29.51,22.08,25.8,16.66,64.44,0.01,100.4,1.52,345.11
2010,1,5,18,27.76,23,25.38,17.58,75.31,0.01,100.47,1.3,346.8
2010,1,5,19,27.19,22.21,24.7,16.72,74.12,0.01,100.55,1.31,346.54
2010,1,5,20,26.73,21.83,24.28,16.3,74.44,0,100.64,1.26,346.74
2010,1,5,21,26.4,21.45,23.92,15.93,74.19,0,100.68,1.14,345.68
2010,1,5,22,26.12,21.12,23.62,15.62,73.81,0,100.68,1.02,335.59
2010,1,5,23,25.84,20.98,23.41,15.5,74.5,0,100.65,0.97,320.25
2010,1,6,0,25.41,20.96,23.19,15.5,76.31,0,100.58,1.02,311.89
2010,1,6,1,24.7,21.01,22.86,15.5,79.81,0.28,100.49,1.21,314.22
2010,1,6,2,24.09,20.85,22.48,15.38,82,0.31,100.43,1.28,319.7
2010,1,6,3,23.83,20.56,22.19,15.14,81.81,0.35,100.44,1,321.34
2010,1,6,4,23.48,20.4,21.94,14.95,82.75,0.36,100.48,0.93,321.49
2010,1,6,5,22.97,20.29,21.62,14.83,84.75,0.42,100.54,1.21,325.49
2010,1,6,6,22.03,20.29,21.16,14.83,89.75,0.5,100.6,1.78,328.26
2010,1,6,7,23.05,21.06,22.05,15.56,88.5,0.56,100.68,2.22,332.71
2010,1,6,8,23.94,21.02,22.48,15.5,83.62,0.69,100.79,2.45,334.25
2010,1,6,9,25.77,21.92,23.84,16.36,79.19,0.87,100.87,2.44,315.52
2010,1,6,10,27.28,22.3,24.8,16.78,74.19,0.9,100.88,2.07,311.17
2010,1,6,11,28.46,22.16,25.31,16.6,68.69,0.94,100.81,1.54,323.89
2010,1,6,12,29.27,21.83,25.55,16.3,64.19,0.86,100.71,1.35,338.94
2010,1,6,13,29.53,21.57,25.55,16.05,62.25,0.68,100.6,1.2,340.62
2010,1,6,14,29.67,21.44,25.55,15.93,61.25,0.54,100.5,1.08,331.59
2010,1,6,15,29.88,21.51,25.7,16.05,60.94,0.36,100.44,1.02,315
2010,1,6,16,29.86,21.42,25.64,15.99,60.75,0.23,100.43,0.86,302.83
2010,1,6,17,28.93,21.65,25.3,16.3,65.31,0.19,100.46,0.77,286.59
2010,1,6,18,27.85,21.3,24.58,15.81,67.56,0.21,100.52,0.92,242.56
2010,1,6,19,26.84,21.64,24.24,16.11,73.06,0.25,100.58,1.43,216.81
2010,1,6,20,25.69,22.32,24.01,16.78,81.56,0.37,100.66,1.96,204.52
2010,1,6,21,24.95,22.73,23.84,17.21,87.38,0.47,100.71,2.34,198.68
2010,1,6,22,24.64,23.11,23.87,17.64,91.06,0.54,100.71,2.52,195.85
2010,1,6,23,24.32,23.38,23.85,17.94,94.38,0.58,100.69,2.56,195.39
2010,1,7,0,24.08,23.67,23.87,18.25,97.44,0.59,100.63,2.52,198.1
2010,1,7,1,23.91,23.76,23.83,18.37,98.94,0.57,100.56,2.4,200.97
2010,1,7,2,23.78,23.73,23.76,18.37,99.5,0.57,100.51,2.28,202.6
2010,1,7,3,23.71,23.63,23.67,18.25,99.38,0.56,100.5,2.07,202.6
2010,1,7,4,23.72,23.55,23.63,18.19,98.88,0.53,100.51,1.86,200.64
2010,1,7,5,23.73,23.46,23.6,18.07,98.19,0.48,100.55,1.75,196.82
2010,1,7,6,23.83,23.42,23.62,18.01,97.44,0.43,100.6,1.6,194.37
2010,1,7,7,25.14,24.46,24.8,19.17,95.88,0.42,100.66,1.16,190.86
2010,1,7,8,26.94,24.8,25.87,19.59,88.06,0.39,100.73,1.31,188.23
2010,1,7,9,28.37,23.83,26.11,18.49,76.56,0.39,100.75,0.93,174.19
2010,1,7,10,29.44,23.03,26.23,17.58,68.5,0.38,100.73,0.81,157.38
2010,1,7,11,30.37,22.6,26.48,17.15,63.38,0.55,100.67,0.68,141.55
2010,1,7,12,31.16,22.48,26.82,17.03,60,0.71,100.57,0.34,117.15
2010,1,7,13,31.91,22.37,27.14,16.91,57.12,0.62,100.48,0.2,13.5
2010,1,7,14,32.24,22.15,27.19,16.72,55.38,0.58,100.39,0.51,331.46
2010,1,7,15,32.06,22.1,27.08,16.66,55.69,0.3,100.34,0.84,322.59
2010,1,7,16,31.63,22.73,27.19,17.33,59.31,0.12,100.34,1.05,319.21
2010,1,7,17,31.01,22.55,26.78,17.15,60.81,0.11,100.37,1.28,324.18
2010,1,7,18,29.37,23.53,26.45,18.19,70.81,0.11,100.43,1.1,312.11
2010,1,7,19,28.84,22.88,25.87,17.46,70.19,0.1,100.5,1.14,290.42
2010,1,7,20,28.2,22.78,25.49,17.33,72.38,0.16,100.59,1.31,271.71
2010,1,7,21,27.28,22.88,25.08,17.4,76.88,0.31,100.64,1.57,257.07
2010,1,7,22,26.33,23.12,24.73,17.64,82.44,0.48,100.65,1.8,251.8
2010,1,7,23,25.57,23.21,24.39,17.76,86.69,0.67,100.64,1.89,252.91
2010,1,8,0,25.04,23.19,24.11,17.76,89.38,0.84,100.6,1.82,258.35
2010,1,8,1,24.68,23.13,23.9,17.7,91,0.93,100.56,1.72,265.32
2010,1,8,2,24.32,23.11,23.71,17.64,92.81,0.95,100.53,1.62,274.69
2010,1,8,3,23.98,23.08,23.53,17.64,94.56,0.89,100.52,1.6,286.48
2010,1,8,4,23.58,22.97,23.27,17.52,96.25,0.93,100.54,1.74,301.76
2010,1,8,5,23.13,22.76,22.94,17.27,97.69,0.91,100.57,1.91,315.66
2010,1,8,6,22.81,22.51,22.65,17.03,98,0.93,100.61,2.08,325.54
2010,1,8,7,23.69,22.74,23.22,17.27,94.31,0.92,100.68,2.99,333.1
2010,1,8,8,24.65,23.08,23.87,17.58,90.81,0.98,100.74,2.95,332.69
2010,1,8,9,26.44,23.62,25.03,18.19,84.38,1.08,100.75,2.78,323.36
2010,1,8,10,27.63,23.62,25.62,18.19,78.69,1.21,100.74,2.68,328.35
2010,1,8,11,28.48,23.41,25.94,17.94,73.94,1.1,100.69,2.68,338.66
2010,1,8,12,29.02,23.01,26.01,17.58,70,1.11,100.62,2.7,344.4
2010,1,8,13,29.21,22.54,25.87,17.03,67.25,1.11,100.54,2.63,344.69
2010,1,8,14,29.3,22.19,25.75,16.72,65.5,0.99,100.45,2.51,341.11
2010,1,8,15,29.3,22.05,25.68,16.6,65.06,0.91,100.41,2.27,336.7
2010,1,8,16,29.12,21.73,25.43,16.3,64.5,0.46,100.4,1.88,332.26
2010,1,8,17,28.14,21.75,24.94,16.36,68.5,0.29,100.42,1.49,325.48
2010,1,8,18,27.12,21.01,24.07,15.56,69.19,0.23,100.46,1.03,310.08
2010,1,8,19,26.82,20.32,23.57,14.89,67.5,0.16,100.51,0.76,277.13
2010,1,8,20,26.28,20.5,23.39,15.01,70.44,0.15,100.57,0.86,234.28
2010,1,8,21,25.63,21,23.31,15.5,75.5,0.13,100.61,1.25,212.99
2010,1,8,22,25.13,21.43,23.28,15.93,79.88,0.09,100.6,1.5,205.36
2010,1,8,23,24.85,21.7,23.27,16.17,82.56,0.08,100.57,1.55,199.44
2010,1,9,0,24.6,21.94,23.27,16.42,85,0.09,100.52,1.52,191.6
2010,1,9,1,24.38,22.28,23.33,16.78,87.94,0.13,100.46,1.44,183.11
2010,1,9,2,24.21,22.6,23.4,17.15,90.56,0.12,100.42,1.35,174.36
2010,1,9,3,23.96,22.81,23.39,17.33,93.19,0.12,100.43,1.2,164.52
2010,1,9,4,23.9,22.98,23.44,17.52,94.5,0.16,100.47,0.99,156.68
2010,1,9,5,24.09,23.19,23.64,17.76,94.56,0.22,100.51,0.75,152.9
2010,1,9,6,24.1,23.23,23.67,17.82,94.81,0.24,100.57,0.5,149.04
2010,1,9,7,25.21,24.2,24.71,18.86,94.06,0.28,100.64,0.41,172.33
2010,1,9,8,27.83,23.88,25.86,18.55,79.19,0.45,100.7,0.86,214.99
2010,1,9,9,29.45,22.43,25.94,16.97,66.06,0.53,100.72,0.72,218.37
2010,1,9,10,30.28,22.01,26.14,16.54,61.38,0.71,100.69,0.56,168.69
2010,1,9,11,31.13,22.13,26.63,16.66,58.88,1.1,100.64,0.77,134.18
2010,1,9,12,31.62,22.37,27,16.91,58.12,1.11,100.56,1.02,127.84
2010,1,9,13,31.83,22.69,27.26,17.27,58.56,1.36,100.47,1.24,130.91
2010,1,9,14,31.59,22.85,27.23,17.46,59.88,1.01,100.38,1.49,137.77
2010,1,9,15,31.08,23.07,27.08,17.64,62.44,0.63,100.35,1.73,147.75
2010,1,9,16,30.36,23.89,27.12,18.62,68.44,0.32,100.35,1.81,162.19
2010,1,9,17,29.06,23.98,26.52,18.68,74.19,0.21,100.39,2.15,172.9
2010,1,9,18,26.85,24.61,25.73,19.41,87.5,0.11,100.45,2.27,181.58
2010,1,9,19,26.02,24.46,25.24,19.17,91,0.1,100.51,2.63,186.13
2010,1,9,20,25.72,24.53,25.12,19.23,93,0.07,100.58,2.72,189.27
2010,1,9,21,25.48,24.56,25.01,19.29,94.56,0.08,100.6,2.59,193.95
2010,1,9,22,25.19,24.51,24.85,19.23,95.81,0.14,100.58,2.43,199.95
2010,1,9,23,24.94,24.44,24.69,19.17,96.94,0.18,100.55,2.34,204.25
2010,1,10,0,24.75,24.37,24.56,19.1,97.62,0.34,100.5,2.29,206.74
2010,1,10,1,24.55,24.28,24.41,18.98,98.31,0.39,100.44,2.25,208.44
2010,1,10,2,24.34,24.16,24.25,18.86,98.75,0.42,100.38,2.17,210.43
2010,1,10,3,24.19,24.03,24.11,18.74,98.94,0.46,100.38,2.08,213.03
2010,1,10,4,24.07,23.91,23.99,18.55,98.88,0.48,100.4,1.95,216.36
2010,1,10,5,24.02,23.81,23.91,18.43,98.56,0.47,100.44,1.82,221.16
2010,1,10,6,24.07,23.76,23.91,18.37,98.06,0.45,100.5,1.68,225.56
2010,1,10,7,25.73,24.83,25.29,19.59,94.62,0.43,100.59,1.6,226.78
2010,1,10,8,27.16,24.9,26.03,19.65,87.31,0.47,100.67,2.05,223.3
2010,1,10,9,28.44,24.73,26.58,19.47,80.25,0.57,100.69,1.72,216.87
2010,1,10,10,29.77,24.16,26.97,18.8,71.81,0.74,100.67,1.04,196.53
2010,1,10,11,30.83,23.87,27.35,18.49,66.44,0.99,100.62,0.89,152.99
2010,1,10,12,31.37,23.76,27.56,18.37,64.06,0.94,100.54,1.09,135.87
2010,1,10,13,31.55,23.62,27.58,18.25,62.88,0.96,100.46,1.18,137.42
2010,1,10,14,31.4,23.48,27.44,18.13,62.75,1.27,100.37,1.22,146.72
2010,1,10,15,31.12,23.41,27.26,18.07,63.62,0.73,100.34,1.34,162.41
2010,1,10,16,30.63,23.82,27.23,18.49,67,0.52,100.35,1.64,182.73
2010,1,10,17,29.58,24.21,26.9,18.98,73,0.38,100.39,2.01,197.38
2010,1,10,18,27.33,24.94,26.14,19.78,86.69,0.36,100.45,2.21,202.03
2010,1,10,19,26.44,24.56,25.5,19.29,89.31,0.27,100.52,2.61,203.65
2010,1,10,20,26,24.48,25.24,19.17,91.19,0.31,100.59,2.75,206.13
2010,1,10,21,25.69,24.5,25.09,19.23,92.94,0.32,100.62,2.75,210.13
2010,1,10,22,25.41,24.52,24.97,19.23,94.69,0.31,100.63,2.57,215.48
2010,1,10,23,25.11,24.49,24.8,19.23,96.19,0.34,100.61,2.34,221.47
2010,1,11,0,24.82,24.41,24.62,19.1,97.38,0.26,100.57,2.15,227.8
2010,1,11,1,24.62,24.27,24.44,18.98,97.75,0.02,100.52,1.99,236.37
2010,1,11,2,24.45,24.12,24.29,18.8,97.88,0.03,100.47,1.84,247.57
2010,1,11,3,24.35,24.03,24.19,18.68,97.94,0.02,100.46,1.67,261.38
2010,1,11,4,24.22,23.92,24.07,18.55,98.12,0.02,100.47,1.55,279.61
2010,1,11,5,24.03,23.81,23.92,18.43,98.56,0.02,100.52,1.56,300.03
2010,1,11,6,23.85,23.69,23.77,18.31,98.88,0.02,100.57,1.7,317.8
2010,1,11,7,25.37,24.55,24.96,19.29,95.06,0.03,100.63,2.09,327.2
2010,1,11,8,26.76,24.88,25.82,19.65,89.38,0.03,100.69,2.57,318.21
2010,1,11,9,28.24,24.8,26.52,19.53,81.56,0.05,100.69,2.87,321.19
2010,1,11,10,29.62,24.68,27.15,19.41,74.69,0.05,100.63,3.15,334.13
2010,1,11,11,30.8,24.43,27.62,19.17,68.81,0.08,100.54,3.35,342.79
2010,1,11,12,31.65,24.22,27.94,18.92,64.75,0.09,100.45,3.14,345
2010,1,11,13,32.13,23.98,28.05,18.68,62.12,0.11,100.37,2.74,340.53
2010,1,11,14,32.31,23.69,28,18.37,60.44,0.07,100.31,2.49,332.31
2010,1,11,15,32.08,23.46,27.77,18.13,60.38,0.05,100.28,2.37,324.79
2010,1,11,16,31.68,23.57,27.62,18.25,62.19,0.05,100.3,2.03,319.21
2010,1,11,17,30.76,23.36,27.06,18.01,64.81,0.04,100.35,1.92,313.51
2010,1,11,18,29.17,24.16,26.66,18.86,74.44,0.03,100.41,1.46,286.79
2010,1,11,19,28.29,23.48,25.88,18.07,75.06,0.03,100.48,1.7,259.15
2010,1,11,20,27.23,23.51,25.37,18.07,80,0.03,100.54,2.06,245.09
2010,1,11,21,26.28,23.55,24.91,18.13,84.81,0.03,100.58,2.3,237.93
2010,1,11,22,25.48,23.6,24.54,18.19,89.25,0.03,100.58,2.43,233.76
2010,1,11,23,24.96,23.77,24.37,18.37,93,0.04,100.57,2.54,232.74
2010,1,12,0,24.56,24.09,24.33,18.74,97.12,0.04,100.55,2.51,234.63
2010,1,12,1,24.19,24.31,24.26,19.04,100,0.05,100.5,2.43,239.73
2010,1,12,2,23.91,24.26,24.09,18.98,100,0.05,100.46,2.32,246.62
2010,1,12,3,23.77,24.12,23.94,18.8,100,0.05,100.45,2.24,255.43
2010,1,12,4,23.62,23.94,23.78,18.62,100,0.04,100.47,2.14,271.05
2010,1,12,5,23.38,23.67,23.53,18.31,100,0.04,100.49,2.18,289.28
2010,1,12,6,23.19,23.41,23.3,18.01,100,0.04,100.53,2.26,303.14
2010,1,12,7,24.8,24.05,24.42,18.68,95.44,0.04,100.58,2.87,312.24
2010,1,12,8,26.23,24.44,25.33,19.17,89.81,0.05,100.63,3.31,309.74
2010,1,12,9,27.95,24.5,26.23,19.23,81.44,0.06,100.64,3.39,312.76
2010,1,12,10,29.46,24.37,26.91,19.04,74.06,0.08,100.62,3.13,322.41
2010,1,12,11,30.63,24.19,27.4,18.86,68.44,0.13,100.58,2.71,333.29
2010,1,12,12,31.45,23.88,27.66,18.49,64.12,0.13,100.51,2.42,343.67
2010,1,12,13,31.88,23.55,27.71,18.19,61.38,0.11,100.43,2.28,349.34
2010,1,12,14,31.99,23.22,27.6,17.82,59.81,0.11,100.37,2.22,351.3
2010,1,12,15,31.81,23.04,27.42,17.64,59.75,0.08,100.33,2.17,352.57
2010,1,12,16,31.51,23.1,27.31,17.7,61.06,0.05,100.35,1.89,350.27
2010,1,12,17,30.57,22.88,26.73,17.46,63.69,0.03,100.41,1.76,344.54
2010,1,12,18,29.13,23.15,26.15,17.76,70.25,0.03,100.48,1.07,330.82
2010,1,12,19,28.74,22.21,25.48,16.72,67.75,0.03,100.54,0.76,286.19
2010,1,12,20,27.87,22.57,25.22,17.09,72.88,0.03,100.6,1.22,242.62
2010,1,12,21,26.55,23.19,24.87,17.7,81.62,0.03,100.63,1.83,232.64
2010,1,12,22,25.58,23.6,24.59,18.19,88.69,0.04,100.62,2.15,229.87
2010,1,12,23,25.15,23.82,24.48,18.43,92.19,0.05,100.58,2.22,230.14
2010,1,13,0,24.91,24.07,24.49,18.74,95,0.06,100.52,2.19,234.15
2010,1,13,1,24.7,24.24,24.48,18.92,97.12,0.06,100.46,2.06,239.15
2010,1,13,2,24.5,24.34,24.42,19.04,98.94,0.06,100.44,1.93,240.11
2010,1,13,3,24.37,24.36,24.37,19.04,99.75,0.07,100.46,1.86,238.25
2010,1,13,4,24.35,24.33,24.34,19.04,99.69,0.06,100.5,1.81,240.56
2010,1,13,5,24.31,24.29,24.3,18.98,99.69,0.06,100.55,1.82,248.61
2010,1,13,6,24.28,24.23,24.26,18.92,99.56,0.06,100.61,1.85,260.5
2010,1,13,7,25.36,24.9,25.12,19.65,97.19,0.06,100.68,1.7,270.53
2010,1,13,8,26.38,25.28,25.83,20.08,93.5,0.07,100.75,2.41,273.9
2010,1,13,9,27.13,25.33,26.23,20.2,89.81,0.16,100.78,2.73,266.39
2010,1,13,10,27.9,25.14,26.52,19.96,84.81,0.16,100.78,2.56,263.7
2010,1,13,11,28.48,24.83,26.65,19.59,80.56,0.16,100.73,2.2,264.69
2010,1,13,12,28.94,24.47,26.7,19.17,76.81,0.13,100.66,1.8,261.52
2010,1,13,13,29.18,24.02,26.6,18.68,73.69,0.12,100.59,1.58,252.46
2010,1,13,14,29.27,23.89,26.58,18.49,72.69,0.11,100.51,1.65,237.74
2010,1,13,15,29.12,23.83,26.48,18.49,73.12,0.09,100.48,1.85,225.34
2010,1,13,16,28.76,24.22,26.49,18.92,76.44,0.05,100.49,1.84,214.09
2010,1,13,17,28,24.57,26.29,19.35,81.62,0.03,100.54,1.95,205.64
2010,1,13,18,26.45,24.66,25.56,19.41,89.75,0.03,100.59,2.1,198.03
2010,1,13,19,25.95,24.47,25.21,19.17,91.38,0.03,100.65,2.38,196.77
2010,1,13,20,25.73,24.48,25.11,19.17,92.69,0.03,100.7,2.55,199.16
2010,1,13,21,25.59,24.58,25.08,19.29,93.94,0.03,100.73,2.72,204.95
2010,1,13,22,25.4,24.62,25.01,19.35,95.25,0.03,100.72,2.83,214.52
2010,1,13,23,25.14,24.64,24.89,19.35,96.88,0.04,100.72,2.82,224.55
2010,1,14,0,24.9,24.57,24.73,19.29,97.81,0.05,100.69,2.74,231.6
